2197C7C935E56E2D1184CB87344D6F69	BBQMkfD	0	0.0001199461 0.0001199461 0.0001199461 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.002583455 0.0001199461 0.0001199461 0.003589157 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.01226218 0.0001107195 0.0001107195 0.0001199461 0.001485487 0.0001107195 0.0001107195 0.00292484 0.0001107195 0.0001107195 0.0001107195 0.003303132 0.0001107195 0.0001107195 0.003044786 0.0001199461 0.0001107195 0.0001199461 0.0001199461 0.0001199461 0.0001107195 0.0001199461 0.0001199461 0.1097876 0.0001199461 0.1316178 0.0001107195 0.0001107195 0.0001199461 0.0001107195 0.0001107195 0.0001199461 0.0001199461 0.0001199461 0.0001107195 0.02243915 0.0001199461 0.003478437 0.0001107195 0.0001107195 0.0001107195 0.0001199461 0.0001107195 0.0001199461 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001199461 0.007602738 0.0001199461 0.0001199461 0.5717924 0.0001107195 0.0001199461 0.0001107195 0.0001199461 0.0001199461 0.0001107195 0.0001199461 0.0001199461 0.02729235 0.08821575 0.0001107195 0.0001107195 0.0001107195 0.0001199461 0.0001107195 0.0001199461	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.0002933034
2197C7C935E56E2D1184CB87344D6F69	BBShifX	0	0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.004333433 0.002115884 0.01636792 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.009162478 0.0002605143 0.004771859 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.02413252 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.008495308 0.0002605143 0.3039376 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.00585204 0.0002605143 0.009727985 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.06655823 0.0002605143 0.0002605143 0.04019545 0.02231527 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.002884719 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.01890953 0.003691678 0.174176 0.0002605143 0.06966533 0.0002605143 0.0002605143 0.1942102 0.0002605143 0.0002605143 0.0002605143	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.0002933034
2197C7C935E56E2D1184CB87344D6F69	BBSgWVy	1	0.000284566 0.02820199 0.000284566 0.0002795736 0.07695264 0.000284566 0.000284566 0.0002795736 0.01963006 0.000284566 0.000284566 0.000284566 0.000284566 0.0002795736 0.000284566 0.0002795736 0.007378747 0.000284566 0.000284566 0.01478246 0.04336886 0.000284566 0.0002795736 0.000284566 0.0002795736 0.000284566 0.0002795736 0.000284566 0.0181623 0.000284566 0.000284566 0.000284566 0.000284566 0.0002795736 0.000284566 0.000284566 0.000284566 0.000284566 0.000284566 0.0002795736 0.01176705 0.01342453 0.06885999 0.0002795736 0.000284566 0.000284566 0.04019869 0.0002795736 0.000284566 0.05532563 0.000284566 0.000284566 0.03505654 0.00715409 0.000284566 0.003669404 0.0002795736 0.06660842 0.007912933 0.0002795736 0.000284566 0.04136691 0.0002795736 0.000284566 0.0002795736 0.000284566 0.0002795736 0.000284566 0.000284566 0.000284566 0.02718854 0.000284566 0.0002795736 0.02112279 0.000284566 0.000284566 0.000284566 0.000284566 0.0002795736 0.000284566 0.000284566 0.2603779 0.000284566 0.1057537 0.0002795736 0.000284566 0.006769676 0.000284566 0.0002795736 0.000284566	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.0002933034
2197C7C935E56E2D1184CB87344D6F69	BBSinT2	0	0.0007941807 0.07960783 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.1533682 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.04727835 0.0007941807 0.0007941807 0.03163369 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.3086411 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.02528728 0.2882665 0.0007941807 0.0007941807 0.0007941807 0.0007941807	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.0002933034
2197C7C935E56E2D1184CB87344D6F69	BBOCvmu	0	9.912136E-05 9.912136E-05 0.007632345 9.912136E-05 9.912136E-05 0.02924788 9.912136E-05 0.01073343 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 0.02264215 9.912136E-05 9.912136E-05 0.005324233 9.912136E-05 0.002598396 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 0.001939947 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 0.4420954 9.912136E-05 9.912136E-05 0.01323978 0.03111703 9.912136E-05 9.912136E-05 0.04659412 0.004828626 9.912136E-05 9.912136E-05 9.912136E-05 0.009005884 9.912136E-05 0.01969683 0.006272966 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 0.03149227 0.009735133 9.912136E-05 0.03149935 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 0.07095674 9.912136E-05 0.003759532 9.912136E-05 0.004963148 0.009805935 9.912136E-05 9.912136E-05 9.912136E-05 0.006612811 9.912136E-05 9.912136E-05 9.912136E-05 0.05494155 9.912136E-05 9.912136E-05 0.001897466 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 9.912136E-05 0.05053065 0.0002548835 9.912136E-05 0.01226981 9.912136E-05 9.912136E-05 0.03251889 0.01835161 0.001593022 9.912136E-05	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.0002933034
2197C7C935E56E2D1184CB87344D6F69	BBSfYs5	0	0.05690895 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.002949835 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.01389883 0.1903142 0.000181799 0.000181799 0.000181799 0.000181799 0.00482647 0.000181799 0.000181799 0.000181799 0.000181799 0.004257615 0.05592958 0.000181799 0.000181799 0.000181799 0.206119 0.000181799 0.2059548 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.007600371 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.00657995 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.000181799 0.02873597 0.000181799 0.000181799 0.000181799 0.127447 0.000181799 0.000181799 0.03909851 0.03574403	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.0002933034
2197C7C935E56E2D1184CB87344D6F69	BBQMkfD	0	0.0001199461 0.0001199461 0.0001199461 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.002583455 0.0001199461 0.0001199461 0.003589157 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.01226218 0.0001107195 0.0001107195 0.0001199461 0.001485487 0.0001107195 0.0001107195 0.00292484 0.0001107195 0.0001107195 0.0001107195 0.003303132 0.0001107195 0.0001107195 0.003044786 0.0001199461 0.0001107195 0.0001199461 0.0001199461 0.0001199461 0.0001107195 0.0001199461 0.0001199461 0.1097876 0.0001199461 0.1316178 0.0001107195 0.0001107195 0.0001199461 0.0001107195 0.0001107195 0.0001199461 0.0001199461 0.0001199461 0.0001107195 0.02243915 0.0001199461 0.003478437 0.0001107195 0.0001107195 0.0001107195 0.0001199461 0.0001107195 0.0001199461 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001107195 0.0001199461 0.007602738 0.0001199461 0.0001199461 0.5717924 0.0001107195 0.0001199461 0.0001107195 0.0001199461 0.0001199461 0.0001107195 0.0001199461 0.0001199461 0.02729235 0.08821575 0.0001107195 0.0001107195 0.0001107195 0.0001199461 0.0001107195 0.0001199461	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.0002933034
2197C7C935E56E2D1184CB87344D6F69	BBShifX	0	0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.004333433 0.002115884 0.01636792 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.009162478 0.0002605143 0.004771859 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.02413252 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.008495308 0.0002605143 0.3039376 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.00585204 0.0002605143 0.009727985 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.06655823 0.0002605143 0.0002605143 0.04019545 0.02231527 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.002884719 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.0002605143 0.01890953 0.003691678 0.174176 0.0002605143 0.06966533 0.0002605143 0.0002605143 0.1942102 0.0002605143 0.0002605143 0.0002605143	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.000293303
2197C7C935E56E2D1184CB87344D6F69	BBSgWVy	1	0.000284566 0.02820199 0.000284566 0.0002795736 0.07695264 0.000284566 0.000284566 0.0002795736 0.01963006 0.000284566 0.000284566 0.000284566 0.000284566 0.0002795736 0.000284566 0.0002795736 0.007378747 0.000284566 0.000284566 0.01478246 0.04336886 0.000284566 0.0002795736 0.000284566 0.0002795736 0.000284566 0.0002795736 0.000284566 0.0181623 0.000284566 0.000284566 0.000284566 0.000284566 0.0002795736 0.000284566 0.000284566 0.000284566 0.000284566 0.000284566 0.0002795736 0.01176705 0.01342453 0.06885999 0.0002795736 0.000284566 0.000284566 0.04019869 0.0002795736 0.000284566 0.05532563 0.000284566 0.000284566 0.03505654 0.00715409 0.000284566 0.003669404 0.0002795736 0.06660842 0.007912933 0.0002795736 0.000284566 0.04136691 0.0002795736 0.000284566 0.0002795736 0.000284566 0.0002795736 0.000284566 0.000284566 0.000284566 0.02718854 0.000284566 0.0002795736 0.02112279 0.000284566 0.000284566 0.000284566 0.000284566 0.0002795736 0.000284566 0.000284566 0.2603779 0.000284566 0.1057537 0.0002795736 0.000284566 0.006769676 0.000284566 0.0002795736 0.000284566	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.0002933034
2197C7C935E56E2D1184CB87344D6F69	BBSinT2	0	0.0007941807 0.07960783 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.1533682 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.04727835 0.0007941807 0.0007941807 0.03163369 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.3086411 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.0007941807 0.02528728 0.2882665 0.0007941807 0.0007941807 0.0007941807 0.0007941807	0.0002933034 0.0002933034 0.0007769968 0.0002933034 0.0002933034 0.0008644732 0.0002933034 0.0002984491 0.01468061 0.0005814612 0.01586926 0.0002933034 0.03608661 0.0002933034 0.0003653429 0.0004013626 0.0002933034 0.0002933034 0.05478084 0.041752 0.0006586463 0.0004167996 0.0004167996 0.006658502 0.0003601972 0.0002933034 0.01102718 0.02523438 0.00248536 0.0002933034 0.004209161 0.0002933034 0.01401682 0.003514495 0.27658 0.0005145674 0.0002933034 0.0002933034 0.07393819 0.006802581 0.01525692 0.0002933034 0.001245253 0.004204016 0.0002933034 0.06933796 0.002835267 0.003262357 0.0002933034 0.0003396145 0.0002933034 0.0004836934 0.004569359 0.07896037 0.0002933034 0.104874 0.002634585 0.01581266 0.001399623 0.01838035 0.0003241775 0.0002933034 0.000488839 0.00870648 0.0003087404 0.0002933034 0.0003035948 0.0002933034 0.0003190318 0.0002933034 0.0002933034 0.0002933034 0.000946804 0.004646544 0.0002933034 0.0002933034 0.0124937 0.001322438 0.0002933034 0.0002933034 0.00412683 0.0007358314 0.0002984491 0.001595159 0.004209161 0.0002933034 0.002500798 0.03038006 0.0003138861 0.0002933034
